TABLE 10 EMISSION TRENDS,,,Inventory 1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMARY,,,Submission 2023 v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Sheet 6 of 6),,,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENHOUSE GAS EMISSIONS,Base year(1),1990,Change from base to latest reported year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, CO2 equivalent (kt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 emissions without net CO2 from LULUCF,25502.51,25502.51,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2 emissions with net CO2 from LULUCF,4937.34,4937.34,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH4 emissions without CH4 from LULUCF,32580.70,32580.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH4 emissions with CH4 from LULUCF,32649.06,32649.06,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2O emissions without N2O from LULUCF,5706.94,5706.94,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2O emissions with N2O from LULUCF,6032.52,6032.52,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFCs,"NO,NA","NO,NA",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFCs,909.95,909.95,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unspecified mix of HFCs and PFCs,"NO,NA","NO,NA",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF6,19.97,19.97,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF3,"NO,NA","NO,NA",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (without LULUCF),64720.07,64720.07,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (with LULUCF),44548.84,44548.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total (without LULUCF, with indirect)",NA,NA,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total (with LULUCF, with indirect)",NA,NA,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Base year(1),1990,Change from base to latest reported year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, CO2 equivalent (kt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.  Energy ,23880.30,23880.30,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.  Industrial processes and product use,3579.92,3579.92,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.  Agriculture ,33312.05,33312.05,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.  Land use, land-use change and forestry(5)",-20171.23,-20171.23,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.  Waste ,3944.63,3944.63,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.  Other,3.17,3.17,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total (including LULUCF)(5),44548.84,44548.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(1)  The column ""Base year""  should be filled in only by those Parties with economies in transition that use a base year different from 1990 in accordance with the relevant decisions of the COP. For these Parties, this different base year is used to calculate the percentage change in the final column of this table. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(2)   Fill in net emissions/removals as reported in table Summary 1.A. For the purposes of reporting, the signs for removals are always negative (-) and for emissions positive (+). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(3) In accordance with the UNFCCC reporting guidelines, for Parties that decide to report indirect CO2 the national totals shall be provided with and  without indirect CO2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(4)  In accordance with the UNFCCC reporting guidelines, HFC and PFC emissions should be reported for each relevant chemical.  However, if it is not possible to report values for each chemical (i.e. mixtures, confidential data, lack of disaggregation), this row could be used for reporting aggregate figures for HFCs and PFCs, respectively. Note that the unit used for this row is kt of CO2 equivalent and that appropriate notation keys should be entered in the cells for the individual chemicals. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(5)  Includes net CO2, CH4 and N2O from LULUCF.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Documentation box:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"• Parties should provide detailed explanations on emissions trends in chapter 2: Trends in Greenhouse Gas Emissions and, as appropriate, in the corresponding Chapters 3 - 8 of the national inventory report (NIR).  Use this documentation box to provide references to relevant sections of the NIR if any additional information and further details are needed to understand the content of this table.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
• Use the documentation box to provide explanations if potential emissions are reported.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Documentation box,"1.AB Other Oil: Included in Bitumen
2.A.1: Activity data is confidential as there are only one to two cement producers in New Zealand. 
2.A.3: Activity data confidential as there are only two glass producers in New Zealand.  Emissions aggregated with use of limestone in steel production, and reported in 2.A.4.b
2.A.4.b: Soda ash use in glass and aluminium production aggregated for confidentiality. 
2.A.4.d: Limestone use in glass and steel making aggregated for confidentiality.  
2.B.1: All ammonia produced is processed into urea. 
3.B.1.1 Non-Dairy Cattle: 
3.B.1.2 Sheep: 
3.D.1.1: 
4.A.1.i Post-1989 natural fore: 
4.A.2.1.i Annual cropland conv: 
4.A.2.1.i Perennial cropland c: 
4.A.2.2.i High producing grass: 
4.G.B.a: New Zealand is not reporting for any items under Total HWP from Domestic Harvest - Other (please specify) so reports NA in this table. These are not required fields.
4.G.D.1.3 Other solid wood pro: Further detail on country specific conversion factors used are available in New Zealand's NIR, section 6.10.1.
4.G.D.2 Paper and Paperboard: Further detail on country specific conversion factors used are available in New Zealand's NIR, section 6.10.1.
4.H: Reporting of SO2 is not required for the LULUCF sector, New Zealand reports NA instead 
5.: 
6.: 
-: New Zealand has chosen not to report on Cropland Management
-: New Zealand has chosen not to report on Grazing Land Management
-: New Zealand has chosen not to report on Revegetation
-: New Zealand has chosen not to report on Wetland Drainage and Rewetting
- Afforestation and Reforestat: 
-: New Zealand has not yet applied the natural disturbance provision as yet so there is nothing to report in this table


-: New Zealand has not yet applied the natural disturbance provision as yet so there is nothing to report in this table

- Total for 2013 natural distu: New Zealand has not yet applied the natural disturbance provision as yet so there is nothing to report in this table

- 2013: New Zealand has not yet applied the natural disturbance provision as yet so there is nothing to report in this table

-: No methodology is provided in good practice guidance for methane emissions
-: No methodology is provided in good practice guidance
- N2O emissions from N mineral: Carbon stock changes (kt C) are reported as positive values as CRF reporter does not accept negative values in this row. 
- Wildfire: New Zealand is not applying the natural disturbance provision in 2013
- Land previously reported und: New Zealand does not have data by the necessary disaggregation to report for this
- Wildfire: New Zealand is not applying the natural disturbance provision in 2013
-: No methodology is provided in good practice guidance
-: No methodology is provided in good practice guidance
-: No methodology is provided in good practice guidance
- N2O emissions from N mineral: 
- Domestically consumed: There was no harvesting of deforested land during the period so are no harvested wood products to report
- Exported: There was no harvesting of deforested land during the period so are no harvested wood products to report
- Domestically consumed: There was no harvesting of deforested land during the period so are no harvested wood products to report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
